date,staff_id,reason,old_asset_model,old_asset_serial_number,replaced_asset_model,replaced_asset_serial_number,hostname,issue,remarks
2025-10-25,511872350,new joiner,JBL Wireless Headset,WH-995A7C0AE8,JBL Wireless Headset,WH-7F0A99B2E9,HOST-1133,software,Performance issue
2025-03-29,462780939,breakfix,Dell Laptop X12 Model,LAP-4975975635,Dell Laptop X12 Model,LAP-B4D471AF39,HOST-7049,hardware,Device not powering on
2024-02-04,790256940,new joiner,Wireless Headset Cushion,WH-A7156CDC69,Wireless Headset Cushion,WH-1F666190DC,HOST-6885,hardware,Physical damage
2025-12-24,435523711,breakfix,HP Book 2.0 Model,LAP-287386047A,HP Book 2.0 Model,LAP-9A422CC73E,HOST-8073,software,Physical damage
2024-01-27,664134530,transfer,Wireless Headset Cushion,WH-DD6957CECF,Wireless Headset Cushion,WH-59662C6193,HOST-7652,software,OS corruption
2024-07-15,492234424,breakfix,JBL Wireless Headset,WH-03142B3A3F,JBL Wireless Headset,WH-F83EB747AF,HOST-3841,software,Performance issue
2025-07-16,441586594,new joiner,Wireless Headset Cushion,WH-D448FDBB93,Wireless Headset Cushion,WH-2F72D0913A,HOST-7301,software,OS corruption
2025-08-20,643267978,transfer,JBL Wireless Headset,WH-A5E806DE62,JBL Wireless Headset,WH-408A1AF221,HOST-3056,hardware,Device not powering on
2025-11-12,869805921,new joiner,HP Book 2.0 Model,LAP-506D63FEB6,HP Book 2.0 Model,LAP-5133B0BFBD,HOST-1257,hardware,OS corruption
2024-03-22,794395127,transfer,HP Book 2.0 Model,LAP-935F76F940,HP Book 2.0 Model,LAP-99E47A1438,HOST-3224,hardware,Performance issue
2024-04-07,291825997,transfer,HP Book 2.0 Model,LAP-434E4E243F,HP Book 2.0 Model,LAP-BBD554A49A,HOST-8471,software,User requested replacement
2025-07-24,860839571,transfer,Wireless Headset Cushion,WH-4D55D8842D,Wireless Headset Cushion,WH-3286BA0E34,HOST-9346,software,User requested replacement
2024-10-21,188506190,transfer,Dell Laptop X12 Model,LAP-C2110D4632,Dell Laptop X12 Model,LAP-46924BEA2B,HOST-6821,hardware,Performance issue
2024-11-16,991605503,new joiner,Wireless Headset Cushion,WH-255AFC2A11,Wireless Headset Cushion,WH-26FE108B6C,HOST-1121,software,Performance issue
2024-01-26,673523188,new joiner,JBL Wireless Headset,WH-B03F3AAAEC,JBL Wireless Headset,WH-A007E2CC3E,HOST-5411,software,User requested replacement
2024-06-13,337135066,transfer,Wireless Headset Cushion,WH-FDF5AE1301,Wireless Headset Cushion,WH-7D05FF854B,HOST-1548,hardware,User requested replacement
2024-09-17,296568144,new joiner,HP Book 2.0 Model,LAP-944516E475,HP Book 2.0 Model,LAP-D6B8075E17,HOST-7038,hardware,User requested replacement
2024-09-18,315984311,new joiner,Dell Laptop X12 Model,LAP-2A0C5179AF,Dell Laptop X12 Model,LAP-2653AB2CD5,HOST-2311,hardware,User requested replacement
2025-04-13,763947575,transfer,JBL Wireless Headset,WH-9102A44E55,JBL Wireless Headset,WH-774D6F2D2F,HOST-9469,hardware,User requested replacement
2024-05-10,131130659,breakfix,Wireless Headset Cushion,WH-397696BC4B,Wireless Headset Cushion,WH-1DB2BB2E3F,HOST-5017,software,Device not powering on
2024-02-24,477863798,new joiner,HP Book 2.0 Model,LAP-B4D4B4F9AA,HP Book 2.0 Model,LAP-9599746808,HOST-9834,software,User requested replacement
2025-12-01,145168545,transfer,Wireless Headset Cushion,WH-D2601AB7E6,Wireless Headset Cushion,WH-40A960D993,HOST-9765,hardware,OS corruption
2024-10-17,763706947,new joiner,Wireless Headset Cushion,WH-4679705B0F,Wireless Headset Cushion,WH-E281E262C1,HOST-8687,software,OS corruption
2025-01-28,792107026,transfer,HP Book 2.0 Model,LAP-32CF33D5AA,HP Book 2.0 Model,LAP-2022F87318,HOST-5738,hardware,Device not powering on
2024-02-13,944552318,new joiner,Dell Laptop X12 Model,LAP-879D993BF9,Dell Laptop X12 Model,LAP-27E449820E,HOST-5981,software,Device not powering on
2024-04-20,755058332,transfer,JBL Wireless Headset,WH-CB37E2F935,JBL Wireless Headset,WH-A691BC3AFD,HOST-3770,hardware,Physical damage
2024-04-25,797115550,breakfix,HP Book 2.0 Model,LAP-03A8CD2406,HP Book 2.0 Model,LAP-D0CF1821BD,HOST-5699,software,Device not powering on
2025-09-17,123407763,new joiner,HP Book 2.0 Model,LAP-483053AFF6,HP Book 2.0 Model,LAP-171BC9263B,HOST-2259,software,Physical damage
2025-09-11,203685265,new joiner,Dell Laptop X12 Model,LAP-A5BB5FCB59,Dell Laptop X12 Model,LAP-347CB4215A,HOST-5603,software,Physical damage
2026-01-10,711392447,new joiner,HP Book 2.0 Model,LAP-38EE940792,HP Book 2.0 Model,LAP-A02110C7E5,HOST-2827,hardware,User requested replacement
2025-08-23,277601056,new joiner,HP Book 2.0 Model,LAP-9A502EDC7A,HP Book 2.0 Model,LAP-332471594E,HOST-8317,software,Performance issue
2025-05-02,665277813,new joiner,HP Book 2.0 Model,LAP-5895FAB9EC,HP Book 2.0 Model,LAP-E1AD872B68,HOST-4869,software,Performance issue
2024-08-02,323594003,breakfix,Dell Laptop X12 Model,LAP-C61D37CCDD,Dell Laptop X12 Model,LAP-6ED4CB33B0,HOST-6617,hardware,Performance issue
2024-05-25,755325292,breakfix,Dell Laptop X12 Model,LAP-3E27F22F0E,Dell Laptop X12 Model,LAP-E481ECD634,HOST-9125,software,OS corruption
2025-05-26,845095823,new joiner,Dell Laptop X12 Model,LAP-85AD562735,Dell Laptop X12 Model,LAP-E0797432C2,HOST-8211,hardware,Performance issue
2024-06-12,339643129,new joiner,Wireless Headset Cushion,WH-732C39DD0E,Wireless Headset Cushion,WH-B4F1CBCD70,HOST-6653,hardware,Physical damage
2025-09-28,714327645,breakfix,HP Book 2.0 Model,LAP-639C021D8E,HP Book 2.0 Model,LAP-FB8B0DB282,HOST-3745,software,OS corruption
2024-09-24,895555607,transfer,HP Book 2.0 Model,LAP-8C2D0DFEC5,HP Book 2.0 Model,LAP-E13E3B0506,HOST-8803,hardware,OS corruption
2024-02-25,197352922,new joiner,Dell Laptop X12 Model,LAP-E821D6FFA5,Dell Laptop X12 Model,LAP-CDFE79C285,HOST-7390,software,Physical damage
2025-08-29,613818935,new joiner,Wireless Headset Cushion,WH-164DBB98FD,Wireless Headset Cushion,WH-C8B6CC8E69,HOST-8122,hardware,Physical damage
2024-10-22,163525343,transfer,HP Book 2.0 Model,LAP-63304F8050,HP Book 2.0 Model,LAP-F8E0E29A32,HOST-6172,hardware,Device not powering on
2024-07-29,679522971,new joiner,JBL Wireless Headset,WH-C690764C6D,JBL Wireless Headset,WH-343224CE21,HOST-6797,software,User requested replacement
2024-03-28,154466824,transfer,Wireless Headset Cushion,WH-A0C4DC1F17,Wireless Headset Cushion,WH-CF448E2DE0,HOST-6488,software,Physical damage
2025-10-16,977840731,transfer,Dell Laptop X12 Model,LAP-090B18879A,Dell Laptop X12 Model,LAP-769A71031E,HOST-7408,software,Performance issue
2024-03-07,812308209,new joiner,Wireless Headset Cushion,WH-689FE54242,Wireless Headset Cushion,WH-CBFF72B57F,HOST-4193,software,Performance issue
2025-03-10,924007087,new joiner,JBL Wireless Headset,WH-E687F2D1E6,JBL Wireless Headset,WH-974A95A75F,HOST-1173,hardware,Device not powering on
2026-01-12,830387900,transfer,Wireless Headset Cushion,WH-FC0275EE9B,Wireless Headset Cushion,WH-A4E31C5985,HOST-2600,hardware,OS corruption
2025-01-30,927844881,breakfix,HP Book 2.0 Model,LAP-B5C8986F1F,HP Book 2.0 Model,LAP-631D6781D8,HOST-5641,software,Performance issue
2025-12-21,565973314,breakfix,Dell Laptop X12 Model,LAP-D98B408F20,Dell Laptop X12 Model,LAP-9EB8DD9842,HOST-2506,hardware,User requested replacement
2024-03-23,372491666,breakfix,Dell Laptop X12 Model,LAP-3C943D02E7,Dell Laptop X12 Model,LAP-BFF4B3E9D3,HOST-2995,hardware,Device not powering on
2024-05-15,214408183,breakfix,Dell Laptop X12 Model,LAP-E866CD309B,Dell Laptop X12 Model,LAP-EA3C9523C8,HOST-7159,hardware,Device not powering on
2024-02-12,478833337,breakfix,HP Book 2.0 Model,LAP-4A24462F40,HP Book 2.0 Model,LAP-9F3A47AC5E,HOST-5150,software,OS corruption
2024-03-19,703418543,breakfix,Dell Laptop X12 Model,LAP-BFF4B3E9D3,Dell Laptop X12 Model,LAP-EB05A45030,HOST-8429,software,OS corruption
2024-02-16,218494225,new joiner,HP Book 2.0 Model,LAP-E3BF81A186,HP Book 2.0 Model,LAP-8DADC6E658,HOST-6298,software,Performance issue
2025-11-10,362508142,transfer,HP Book 2.0 Model,LAP-719B41419B,HP Book 2.0 Model,LAP-D0DD6504D5,HOST-2022,software,OS corruption
2025-02-18,298803134,breakfix,HP Book 2.0 Model,LAP-8F58AE7312,HP Book 2.0 Model,LAP-282EB526E0,HOST-5230,software,Performance issue
2024-10-30,633947427,breakfix,Dell Laptop X12 Model,LAP-3DB118C149,Dell Laptop X12 Model,LAP-B9FA2223BB,HOST-9056,hardware,User requested replacement
2024-12-18,706666479,breakfix,JBL Wireless Headset,WH-8520B89ADF,JBL Wireless Headset,WH-94065524F1,HOST-9061,hardware,Performance issue
2024-07-20,258864445,transfer,HP Book 2.0 Model,LAP-4716C12FD2,HP Book 2.0 Model,LAP-497DC74DA6,HOST-4578,hardware,OS corruption
2025-05-04,113585139,breakfix,JBL Wireless Headset,WH-2469B992E0,JBL Wireless Headset,WH-2EC76D944B,HOST-1571,hardware,Device not powering on
2024-06-18,229640083,new joiner,JBL Wireless Headset,WH-2139B88CD3,JBL Wireless Headset,WH-CA447872EE,HOST-5105,software,Device not powering on
2024-09-02,511872350,breakfix,JBL Wireless Headset,WH-995A7C0AE8,JBL Wireless Headset,WH-DEFC341021,HOST-1014,hardware,OS corruption
2025-04-27,861888313,breakfix,Wireless Headset Cushion,WH-D3020D1A38,Wireless Headset Cushion,WH-2A6D3FFACB,HOST-6403,software,User requested replacement
2026-01-21,174958005,new joiner,HP Book 2.0 Model,LAP-18829330CE,HP Book 2.0 Model,LAP-67B21F7844,HOST-9039,software,OS corruption
2024-12-07,325320091,new joiner,HP Book 2.0 Model,LAP-0C2CA652CE,HP Book 2.0 Model,LAP-E29FE1FA59,HOST-2148,hardware,Device not powering on
2024-12-27,254482024,new joiner,HP Book 2.0 Model,LAP-914020C13D,HP Book 2.0 Model,LAP-BE84799156,HOST-8898,hardware,User requested replacement
2024-07-25,709004943,transfer,HP Book 2.0 Model,LAP-8F18137A07,HP Book 2.0 Model,LAP-4EB26014A2,HOST-6463,software,OS corruption
2025-11-29,138180381,new joiner,Wireless Headset Cushion,WH-7CDE462B9F,Wireless Headset Cushion,WH-7AB2455CD3,HOST-2485,software,User requested replacement
2025-02-10,984428681,breakfix,JBL Wireless Headset,WH-B2FFD2D4B8,JBL Wireless Headset,WH-642252B046,HOST-8530,software,Performance issue
2025-07-28,400491536,new joiner,HP Book 2.0 Model,LAP-5ABE250018,HP Book 2.0 Model,LAP-87E5FCF802,HOST-1644,software,Performance issue
2025-03-24,429097422,new joiner,JBL Wireless Headset,WH-BE2521937A,JBL Wireless Headset,WH-DD1DB7CE32,HOST-7391,hardware,Physical damage
2024-09-13,864334960,breakfix,HP Book 2.0 Model,LAP-AECA100400,HP Book 2.0 Model,LAP-9FB6C3C819,HOST-8175,hardware,Performance issue
2025-12-19,175912037,breakfix,Wireless Headset Cushion,WH-C65EAF13EF,Wireless Headset Cushion,WH-DBE66E112A,HOST-1415,hardware,OS corruption
2024-12-22,512771985,breakfix,JBL Wireless Headset,WH-CE50956D0B,JBL Wireless Headset,WH-063EC7A1F5,HOST-9856,software,OS corruption
2024-07-27,497689759,transfer,Wireless Headset Cushion,WH-600CD1B06D,Wireless Headset Cushion,WH-A4D7647319,HOST-1268,hardware,Physical damage
2025-11-28,206492059,transfer,Dell Laptop X12 Model,LAP-CE2A0E85B9,Dell Laptop X12 Model,LAP-E4BEBF609B,HOST-1701,software,Device not powering on
2025-06-22,969558400,new joiner,HP Book 2.0 Model,LAP-42BBE8CD1C,HP Book 2.0 Model,LAP-6A2735FAD8,HOST-9570,software,User requested replacement
2025-08-25,213738160,new joiner,Wireless Headset Cushion,WH-C82334E76C,Wireless Headset Cushion,WH-048C7051B1,HOST-4817,hardware,Device not powering on
2025-09-02,699602642,transfer,Dell Laptop X12 Model,LAP-DC108393BF,Dell Laptop X12 Model,LAP-BCD19CDE1B,HOST-1312,software,User requested replacement
2025-12-09,905488247,breakfix,JBL Wireless Headset,WH-8AE49CD3DE,JBL Wireless Headset,WH-0D8F4065E1,HOST-3138,hardware,Performance issue
2024-04-17,518834994,breakfix,Wireless Headset Cushion,WH-DFE95D7193,Wireless Headset Cushion,WH-A13910B40E,HOST-6035,hardware,OS corruption
2024-05-09,903243119,breakfix,HP Book 2.0 Model,LAP-B1D448B18D,HP Book 2.0 Model,LAP-DC7F648A4D,HOST-2047,hardware,Device not powering on
2024-09-02,470684221,new joiner,Wireless Headset Cushion,WH-9B1995EC97,Wireless Headset Cushion,WH-9FADC1936B,HOST-4613,hardware,Performance issue
2024-11-14,442392183,transfer,HP Book 2.0 Model,LAP-78A90DC9ED,HP Book 2.0 Model,LAP-7DB454DCC6,HOST-7586,software,Device not powering on
2024-02-24,313792490,new joiner,HP Book 2.0 Model,LAP-B958CE5109,HP Book 2.0 Model,LAP-10F261B29B,HOST-9943,hardware,Physical damage
2025-06-20,378556835,breakfix,JBL Wireless Headset,WH-267CC5650C,JBL Wireless Headset,WH-A0127B4072,HOST-3841,software,Device not powering on
2025-09-23,744045166,transfer,Dell Laptop X12 Model,LAP-ECBEE4899D,Dell Laptop X12 Model,LAP-C695F2C8C9,HOST-3314,software,Performance issue
2024-02-11,304632391,transfer,Dell Laptop X12 Model,LAP-2157C3D6F1,Dell Laptop X12 Model,LAP-903CDC3DF3,HOST-3703,software,Performance issue
2024-06-08,935389432,breakfix,JBL Wireless Headset,WH-4F5E1ED9D9,JBL Wireless Headset,WH-00BCDDE68D,HOST-3185,hardware,User requested replacement
2025-01-04,302250101,breakfix,HP Book 2.0 Model,LAP-215E374C8D,HP Book 2.0 Model,LAP-B14987588E,HOST-1256,software,Device not powering on
2026-01-18,186373782,breakfix,Dell Laptop X12 Model,LAP-DCE9D04862,Dell Laptop X12 Model,LAP-4AACFAF9F2,HOST-3939,hardware,User requested replacement
2025-04-09,388645449,transfer,Dell Laptop X12 Model,LAP-2036C11E9C,Dell Laptop X12 Model,LAP-1A30B946A9,HOST-8798,hardware,Performance issue
2025-08-31,831980933,new joiner,Dell Laptop X12 Model,LAP-8D208FFD79,Dell Laptop X12 Model,LAP-B68BE531B5,HOST-5439,software,OS corruption
2025-05-25,608940398,breakfix,Dell Laptop X12 Model,LAP-CFE43492E0,Dell Laptop X12 Model,LAP-ED47FD007A,HOST-1616,hardware,OS corruption
2024-05-08,623817304,breakfix,HP Book 2.0 Model,LAP-EDF2D35B8F,HP Book 2.0 Model,LAP-2BE6DB946A,HOST-5934,software,OS corruption
2026-01-20,242068763,new joiner,HP Book 2.0 Model,LAP-86ADA8CC76,HP Book 2.0 Model,LAP-8350DAC0CB,HOST-4860,hardware,Device not powering on
2024-07-31,494184264,breakfix,HP Book 2.0 Model,LAP-3F007198D9,HP Book 2.0 Model,LAP-0F5DD43936,HOST-6929,hardware,OS corruption
2024-04-23,549667909,new joiner,Dell Laptop X12 Model,LAP-AFF1736AFE,Dell Laptop X12 Model,LAP-E01F295DB8,HOST-4409,software,Device not powering on
2025-07-10,739529933,breakfix,HP Book 2.0 Model,LAP-C2007D6353,HP Book 2.0 Model,LAP-ECA9A46D0E,HOST-3444,software,OS corruption
2025-07-28,226222619,breakfix,Dell Laptop X12 Model,LAP-45B89C3B0F,Dell Laptop X12 Model,LAP-262DA1C907,HOST-1706,hardware,Physical damage
2025-04-08,605399561,breakfix,Dell Laptop X12 Model,LAP-7CEB42E967,Dell Laptop X12 Model,LAP-7586D427E8,HOST-8121,software,Physical damage
2024-05-03,453566796,transfer,HP Book 2.0 Model,LAP-16CF3DC853,HP Book 2.0 Model,LAP-6DD65EAEAC,HOST-1709,hardware,Device not powering on
2024-07-23,416270056,breakfix,HP Book 2.0 Model,LAP-D3EA41CD4F,HP Book 2.0 Model,LAP-F9592CFB48,HOST-3589,hardware,OS corruption
2024-08-15,509486794,breakfix,Wireless Headset Cushion,WH-73C7FBEA31,Wireless Headset Cushion,WH-DF02BE1854,HOST-2160,hardware,OS corruption
2024-05-28,508673666,new joiner,Dell Laptop X12 Model,LAP-2EBF3B1495,Dell Laptop X12 Model,LAP-DF0F052C03,HOST-6340,software,Performance issue
2024-03-02,677303044,transfer,Dell Laptop X12 Model,LAP-85FD4B9D78,Dell Laptop X12 Model,LAP-B535F5C67F,HOST-4769,hardware,Physical damage
2025-06-05,719106699,breakfix,JBL Wireless Headset,WH-141FCE40AD,JBL Wireless Headset,WH-7346D56456,HOST-4884,software,Performance issue
2025-01-05,733078989,breakfix,HP Book 2.0 Model,LAP-CD12A0E2AD,HP Book 2.0 Model,LAP-CC27C19464,HOST-2204,software,User requested replacement
2024-09-15,578333394,breakfix,Dell Laptop X12 Model,LAP-0BBB09E7A1,Dell Laptop X12 Model,LAP-249E487A45,HOST-8141,hardware,Performance issue
2024-05-10,154267347,transfer,Dell Laptop X12 Model,LAP-86CD32A618,Dell Laptop X12 Model,LAP-DFF1E1789A,HOST-3917,software,Physical damage
2025-09-07,340777602,transfer,Dell Laptop X12 Model,LAP-A87BB348B7,Dell Laptop X12 Model,LAP-CE052CFFE2,HOST-4181,software,Physical damage
2025-07-01,268499484,transfer,HP Book 2.0 Model,LAP-0129C6D367,HP Book 2.0 Model,LAP-BA11F8E508,HOST-3084,hardware,User requested replacement
2025-11-24,131082848,transfer,HP Book 2.0 Model,LAP-C590BA8663,HP Book 2.0 Model,LAP-D3FD233BCF,HOST-3236,hardware,OS corruption
2024-10-12,890040374,transfer,HP Book 2.0 Model,LAP-48610CB615,HP Book 2.0 Model,LAP-2557EA29A1,HOST-3804,software,Performance issue
2025-03-28,224548001,new joiner,Wireless Headset Cushion,WH-7967E9BDFC,Wireless Headset Cushion,WH-55B083AA05,HOST-3568,hardware,User requested replacement
2024-07-07,542750235,breakfix,JBL Wireless Headset,WH-D674B8492D,JBL Wireless Headset,WH-B94D6BA2C9,HOST-2416,software,User requested replacement
2024-09-11,741975062,breakfix,Dell Laptop X12 Model,LAP-A4115EF185,Dell Laptop X12 Model,LAP-B5E712F990,HOST-8757,software,Physical damage
2026-01-10,835354265,new joiner,HP Book 2.0 Model,LAP-6E27650097,HP Book 2.0 Model,LAP-9E3B90EF46,HOST-8014,hardware,Performance issue
2025-02-23,891764728,transfer,Wireless Headset Cushion,WH-71BA0C1635,Wireless Headset Cushion,WH-58783E042C,HOST-4643,hardware,User requested replacement
2026-01-19,397928718,transfer,JBL Wireless Headset,WH-D5C323091D,JBL Wireless Headset,WH-B59C9C6999,HOST-1724,hardware,OS corruption
2024-08-26,413184748,breakfix,Dell Laptop X12 Model,LAP-84D11FC9FA,Dell Laptop X12 Model,LAP-89BC5CB541,HOST-7974,software,OS corruption
2024-02-11,955512146,breakfix,HP Book 2.0 Model,LAP-48048715B8,HP Book 2.0 Model,LAP-28371592E6,HOST-8412,software,Performance issue
2025-10-31,673273772,new joiner,Dell Laptop X12 Model,LAP-9AC76BC696,Dell Laptop X12 Model,LAP-8998DC8109,HOST-1203,software,Performance issue
2025-09-11,473302105,transfer,Dell Laptop X12 Model,LAP-3013410031,Dell Laptop X12 Model,LAP-B8E4CBA570,HOST-5846,hardware,Device not powering on
2026-01-08,451424185,transfer,Dell Laptop X12 Model,LAP-0B5B2BC774,Dell Laptop X12 Model,LAP-63ED3F6971,HOST-5994,hardware,OS corruption
2024-06-19,450175988,new joiner,Dell Laptop X12 Model,LAP-B6443DEBF7,Dell Laptop X12 Model,LAP-FC67CA899B,HOST-1399,software,OS corruption
2025-09-05,556881239,new joiner,HP Book 2.0 Model,LAP-897E028C51,HP Book 2.0 Model,LAP-C21A01DE1A,HOST-7641,hardware,Physical damage
2024-04-23,300746596,transfer,Dell Laptop X12 Model,LAP-CD15B16B85,Dell Laptop X12 Model,LAP-492EC39EBA,HOST-1022,hardware,OS corruption
2024-02-17,650632566,transfer,Dell Laptop X12 Model,LAP-52D9541C7D,Dell Laptop X12 Model,LAP-4F50D4DB11,HOST-9698,hardware,Physical damage
2024-11-14,410133983,transfer,HP Book 2.0 Model,LAP-005143FD43,HP Book 2.0 Model,LAP-A1C8D53450,HOST-9887,hardware,Device not powering on
2024-04-29,925667446,transfer,JBL Wireless Headset,WH-EAA23C8E6D,JBL Wireless Headset,WH-E62C9907DE,HOST-1898,software,Device not powering on
2025-10-03,995769426,transfer,HP Book 2.0 Model,LAP-AD1A44A604,HP Book 2.0 Model,LAP-98239F7A51,HOST-6989,software,User requested replacement
2025-12-14,428786222,transfer,HP Book 2.0 Model,LAP-B147DB3F16,HP Book 2.0 Model,LAP-ABF0AB4994,HOST-7003,hardware,User requested replacement
2024-02-03,297560682,breakfix,HP Book 2.0 Model,LAP-76954F5CAF,HP Book 2.0 Model,LAP-52A57E507B,HOST-4354,hardware,Physical damage
2025-05-25,828526750,new joiner,HP Book 2.0 Model,LAP-B6FF025C8A,HP Book 2.0 Model,LAP-A0A2D70175,HOST-2860,software,User requested replacement
2024-02-05,552002959,breakfix,Wireless Headset Cushion,WH-54B0FD3297,Wireless Headset Cushion,WH-9E75DA0700,HOST-4693,software,Physical damage
2025-04-26,822408848,new joiner,Dell Laptop X12 Model,LAP-D87E0F214E,Dell Laptop X12 Model,LAP-65EC915C88,HOST-7929,software,Device not powering on
2025-11-21,874597473,transfer,Wireless Headset Cushion,WH-552A09CCA9,Wireless Headset Cushion,WH-F4A4FDA9A6,HOST-6656,software,OS corruption
2024-08-29,139774278,new joiner,JBL Wireless Headset,WH-2C5BCAC81B,JBL Wireless Headset,WH-DA03F64332,HOST-3010,software,User requested replacement
2024-03-01,804263267,new joiner,Dell Laptop X12 Model,LAP-CBD9D93B76,Dell Laptop X12 Model,LAP-E6B770EC4D,HOST-5788,software,User requested replacement
2025-01-13,676567501,new joiner,JBL Wireless Headset,WH-DFAA194571,JBL Wireless Headset,WH-116DA707B7,HOST-2075,hardware,OS corruption
2025-10-27,392956587,breakfix,Wireless Headset Cushion,WH-9F40696EEE,Wireless Headset Cushion,WH-12885ABB61,HOST-7400,hardware,Physical damage
2025-11-07,986171278,breakfix,Wireless Headset Cushion,WH-AE885F255B,Wireless Headset Cushion,WH-8CD9E3E032,HOST-3699,software,Device not powering on
2024-02-11,576130756,breakfix,JBL Wireless Headset,WH-96F2A9B1B3,JBL Wireless Headset,WH-341C6D8CFC,HOST-9131,hardware,Performance issue
2024-08-09,972197233,new joiner,Dell Laptop X12 Model,LAP-DAAFBF64D9,Dell Laptop X12 Model,LAP-6118C7EC29,HOST-1371,software,OS corruption
