laptop_serial_number,laptop_model,status,end_of_life
WH-EAF746AF0D,JBL Wireless Headset,issued,no
WH-C87D5CDBFA,Wireless Headset Cushion,issued,yes
WH-AA5BAE02A3,Wireless Headset Cushion,issued,n/a
WH-D28B1B1F46,Wireless Headset Cushion,issued,
WH-2B96347F64,Wireless Headset Cushion,issued,yes
WH-1CC4A41418,Wireless Headset Cushion,issued,no
WH-4F137B173F,Wireless Headset Cushion,issued,
WH-0340CBD742,JBL Wireless Headset,issued,no
WH-6F94793CD6,Wireless Headset Cushion,issued,
WH-580455C84B,Wireless Headset Cushion,issued,yes
WH-2A18B79C01,JBL Wireless Headset,issued,yes
WH-C618A20358,Wireless Headset Cushion,issued,
WH-6EA2C223EC,JBL Wireless Headset,issued,n/a
WH-D271CBF510,Wireless Headset Cushion,issued,n/a
WH-611E6900B1,JBL Wireless Headset,issued,
WH-B416DFC2E7,Wireless Headset Cushion,issued,n/a
WH-4E41D11228,JBL Wireless Headset,issued,n/a
WH-B7A0CDB455,JBL Wireless Headset,issued,n/a
WH-EFFA707ED1,Wireless Headset Cushion,issued,no
WH-B0CF870518,Wireless Headset Cushion,issued,n/a
WH-81E94F4A12,Wireless Headset Cushion,issued,no
WH-A06AC15639,Wireless Headset Cushion,issued,no
WH-01FC4C80FE,JBL Wireless Headset,issued,yes
WH-C2CEA24547,Wireless Headset Cushion,issued,
WH-AC296C725B,Wireless Headset Cushion,issued,
WH-13AD5CACF8,JBL Wireless Headset,issued,n/a
WH-9FE3D49F25,JBL Wireless Headset,issued,n/a
WH-D281DCDF35,JBL Wireless Headset,issued,n/a
WH-48D8EA9B9B,JBL Wireless Headset,issued,
WH-BEE9E585E2,Wireless Headset Cushion,issued,
WH-262DE908B2,JBL Wireless Headset,issued,yes
WH-E3A6C6DAC8,JBL Wireless Headset,issued,n/a
WH-148919B4C9,JBL Wireless Headset,issued,n/a
WH-6CF757917D,Wireless Headset Cushion,issued,yes
WH-FA56DE7550,JBL Wireless Headset,issued,no
WH-D5A90ED829,JBL Wireless Headset,issued,no
WH-7D05FF854B,Wireless Headset Cushion,issued,no
WH-B49F21D589,JBL Wireless Headset,issued,no
WH-AD627E2EFC,JBL Wireless Headset,issued,
WH-07E00ADB8F,Wireless Headset Cushion,issued,no
WH-FDF5AE1301,Wireless Headset Cushion,issued,yes
WH-F4A08BC7D0,Wireless Headset Cushion,issued,n/a
WH-4A1046C9C7,Wireless Headset Cushion,issued,
WH-2844800EDF,Wireless Headset Cushion,issued,
WH-B2E3F22399,Wireless Headset Cushion,issued,
WH-14B151EF79,JBL Wireless Headset,issued,n/a
WH-69F7E5CCA4,JBL Wireless Headset,issued,n/a
WH-246F656403,Wireless Headset Cushion,issued,yes
WH-F88C660066,Wireless Headset Cushion,issued,no
WH-1123423A2B,Wireless Headset Cushion,issued,no
WH-F0B29674A2,JBL Wireless Headset,issued,
WH-A26987C4B5,JBL Wireless Headset,issued,yes
WH-3C88B61821,JBL Wireless Headset,issued,n/a
WH-27B3EA8562,Wireless Headset Cushion,issued,yes
WH-2619176837,Wireless Headset Cushion,issued,
WH-158C67EEE1,JBL Wireless Headset,issued,
WH-B888DBCDF2,Wireless Headset Cushion,issued,
WH-73D8761D7A,JBL Wireless Headset,issued,no
WH-E0591F62BD,JBL Wireless Headset,issued,
WH-8AE2323498,Wireless Headset Cushion,issued,
WH-D7F1FFAC48,Wireless Headset Cushion,issued,yes
WH-8CCC302152,Wireless Headset Cushion,issued,n/a
WH-40E3A91671,JBL Wireless Headset,issued,n/a
WH-387D616120,JBL Wireless Headset,issued,yes
WH-730AE35EC3,Wireless Headset Cushion,issued,n/a
WH-7A3683CF18,Wireless Headset Cushion,issued,no
WH-2E9FD5C7CB,Wireless Headset Cushion,issued,
WH-2987A0C7DA,Wireless Headset Cushion,issued,
WH-A7927DFC63,JBL Wireless Headset,issued,
WH-B277327628,Wireless Headset Cushion,issued,no
WH-6C03520D51,Wireless Headset Cushion,issued,
WH-36D6CC2141,JBL Wireless Headset,issued,
WH-4E05C200B6,JBL Wireless Headset,issued,no
WH-222DC9F9B0,Wireless Headset Cushion,issued,n/a
WH-A5076687FF,JBL Wireless Headset,issued,no
WH-B1C80A963E,JBL Wireless Headset,issued,no
WH-89228BF448,JBL Wireless Headset,issued,n/a
WH-08C03ED4B1,Wireless Headset Cushion,issued,no
WH-2F4E4B0E17,JBL Wireless Headset,issued,n/a
WH-6D9056E82A,Wireless Headset Cushion,issued,
WH-134BDB0F2E,JBL Wireless Headset,issued,yes
WH-52D3B4D1B9,Wireless Headset Cushion,issued,yes
WH-F311F14851,JBL Wireless Headset,issued,yes
WH-F9B14DFBF2,JBL Wireless Headset,issued,yes
WH-9F14E29EC0,Wireless Headset Cushion,issued,yes
WH-3CBEACA192,Wireless Headset Cushion,issued,no
WH-4C4305CC62,Wireless Headset Cushion,issued,
WH-9F40696EEE,Wireless Headset Cushion,issued,
WH-916432504C,JBL Wireless Headset,issued,yes
WH-389DCC5446,Wireless Headset Cushion,issued,no
WH-5D369B9436,JBL Wireless Headset,issued,yes
WH-29FF186287,JBL Wireless Headset,issued,yes
WH-7D4D15190A,Wireless Headset Cushion,issued,
WH-6ED07C8530,Wireless Headset Cushion,issued,no
WH-DBE7D701F3,Wireless Headset Cushion,issued,yes
WH-4CC9D76912,Wireless Headset Cushion,issued,no
WH-1D65052623,JBL Wireless Headset,issued,n/a
WH-A9636FD7B2,JBL Wireless Headset,issued,n/a
WH-65B4E3DDD5,Wireless Headset Cushion,issued,n/a
WH-33A0B86446,Wireless Headset Cushion,issued,yes
WH-176BA74592,Wireless Headset Cushion,issued,yes
WH-F05B1A66D1,Wireless Headset Cushion,issued,no
WH-0F238B5840,JBL Wireless Headset,issued,n/a
WH-55BE1BD602,JBL Wireless Headset,issued,n/a
WH-003B41066E,Wireless Headset Cushion,issued,yes
WH-B2DF3624D1,Wireless Headset Cushion,issued,yes
WH-AD379F903E,Wireless Headset Cushion,issued,yes
WH-A9D9AA2FEF,Wireless Headset Cushion,issued,yes
WH-A294819090,Wireless Headset Cushion,issued,yes
WH-67C4F45AA7,JBL Wireless Headset,issued,no
WH-10DC039288,JBL Wireless Headset,issued,no
WH-AAE424E9DA,Wireless Headset Cushion,issued,
WH-D0A5B5A84C,JBL Wireless Headset,issued,
WH-5F37EDC86A,Wireless Headset Cushion,issued,yes
WH-A7B494285E,JBL Wireless Headset,issued,n/a
WH-9494FA06ED,Wireless Headset Cushion,issued,n/a
WH-EE3681C264,JBL Wireless Headset,issued,yes
WH-AEAD998613,Wireless Headset Cushion,issued,n/a
WH-E59363D341,JBL Wireless Headset,issued,no
WH-A6AF141BA3,JBL Wireless Headset,issued,yes
WH-16E53E5AC4,Wireless Headset Cushion,issued,
WH-7ECAC1FD5A,Wireless Headset Cushion,issued,n/a
WH-3286BA0E34,Wireless Headset Cushion,issued,no
WH-30B3267B76,JBL Wireless Headset,issued,yes
WH-1F2A781CC2,JBL Wireless Headset,issued,
WH-0846DC9DA8,JBL Wireless Headset,issued,no
WH-31C16C8AC1,Wireless Headset Cushion,issued,n/a
WH-6BC0141460,Wireless Headset Cushion,issued,yes
WH-850D6B59ED,Wireless Headset Cushion,issued,
WH-11F4BEAF80,JBL Wireless Headset,issued,n/a
WH-B6B8F11E25,Wireless Headset Cushion,issued,no
WH-F4C0CB9307,Wireless Headset Cushion,issued,
WH-D2601AB7E6,Wireless Headset Cushion,issued,
WH-B0ADCF14B0,Wireless Headset Cushion,issued,n/a
WH-42E9603461,Wireless Headset Cushion,issued,n/a
WH-A5644FD5D1,JBL Wireless Headset,issued,n/a
WH-CE94B8E3B4,Wireless Headset Cushion,issued,
WH-F510C57B81,JBL Wireless Headset,issued,
WH-AAA44DC34D,JBL Wireless Headset,issued,no
WH-AC8FC51761,Wireless Headset Cushion,issued,n/a
WH-FCCFCA79AA,JBL Wireless Headset,issued,n/a
WH-085B0D07E6,Wireless Headset Cushion,issued,no
WH-E229578F01,Wireless Headset Cushion,issued,no
WH-8D97F34C72,Wireless Headset Cushion,issued,
WH-5375CCCE73,Wireless Headset Cushion,issued,no
WH-0EDA52EE92,JBL Wireless Headset,issued,no
WH-42DDAB1E89,JBL Wireless Headset,issued,yes
WH-2A9EB11641,JBL Wireless Headset,issued,yes
WH-5C642E15DC,JBL Wireless Headset,issued,yes
WH-3F59C8A20A,Wireless Headset Cushion,issued,yes
WH-CBC0914C23,JBL Wireless Headset,issued,no
WH-907D3050B0,JBL Wireless Headset,issued,yes
WH-64D8292F27,Wireless Headset Cushion,issued,
WH-4908E857F4,JBL Wireless Headset,issued,no
WH-9312A96888,JBL Wireless Headset,issued,no
WH-9E7B65F9B5,JBL Wireless Headset,issued,yes
WH-8CA82A8E19,JBL Wireless Headset,issued,n/a
WH-11B57B2076,Wireless Headset Cushion,issued,n/a
WH-F1248078D6,JBL Wireless Headset,issued,n/a
WH-5C85F0C69F,Wireless Headset Cushion,issued,no
WH-65BB0C3567,Wireless Headset Cushion,issued,
WH-34FCF22E93,JBL Wireless Headset,issued,
WH-CF57A9D62A,JBL Wireless Headset,issued,
WH-980765953D,Wireless Headset Cushion,issued,yes
WH-AE938F37D6,Wireless Headset Cushion,issued,n/a
WH-FFA0504635,JBL Wireless Headset,issued,no
WH-76A199AA04,JBL Wireless Headset,issued,
WH-F3C3837B0E,JBL Wireless Headset,issued,yes
WH-81E26A16E5,JBL Wireless Headset,issued,n/a
WH-0E85A60D5A,Wireless Headset Cushion,issued,no
WH-9EC8AE6FED,Wireless Headset Cushion,issued,
WH-4903CC9A18,JBL Wireless Headset,issued,no
WH-9657824952,Wireless Headset Cushion,issued,n/a
WH-C0CB832606,JBL Wireless Headset,issued,yes
WH-DD75B6A97F,JBL Wireless Headset,issued,yes
WH-A52F1357F4,Wireless Headset Cushion,issued,yes
WH-7CB9E90193,Wireless Headset Cushion,issued,n/a
WH-9DE23109B5,Wireless Headset Cushion,issued,
WH-F811D999DF,Wireless Headset Cushion,issued,no
WH-FE5879E792,Wireless Headset Cushion,issued,
WH-6983AA6181,Wireless Headset Cushion,issued,
WH-53C42F7C83,Wireless Headset Cushion,issued,
WH-F8C3AAF3B7,JBL Wireless Headset,issued,n/a
WH-7602F2991B,JBL Wireless Headset,issued,
WH-9D01749636,Wireless Headset Cushion,issued,no
WH-5F6B085766,JBL Wireless Headset,issued,n/a
WH-552A09CCA9,Wireless Headset Cushion,issued,
WH-6BF046489E,Wireless Headset Cushion,issued,n/a
WH-D88B956C46,Wireless Headset Cushion,issued,no
WH-BB9B0FEED7,JBL Wireless Headset,issued,yes
WH-8056CC398C,Wireless Headset Cushion,issued,no
WH-B50F14E7EA,Wireless Headset Cushion,issued,n/a
WH-A4E31C5985,Wireless Headset Cushion,issued,
WH-42D825F707,Wireless Headset Cushion,issued,yes
WH-C878ADE9EC,JBL Wireless Headset,issued,
WH-0FF10D340D,Wireless Headset Cushion,issued,n/a
WH-5C60D376EF,Wireless Headset Cushion,issued,no
WH-CC06E59DF8,JBL Wireless Headset,issued,yes
WH-C12AE411DC,JBL Wireless Headset,issued,no
WH-13D8ECEE29,Wireless Headset Cushion,issued,no
WH-B6C79C89BB,JBL Wireless Headset,issued,
WH-01E7FC3125,JBL Wireless Headset,issued,n/a
WH-658DE637F7,JBL Wireless Headset,issued,no
WH-00282F8517,JBL Wireless Headset,issued,no
WH-CEF900AB5C,JBL Wireless Headset,issued,
WH-F58ECAFA2C,Wireless Headset Cushion,issued,yes
WH-1E465AB930,Wireless Headset Cushion,issued,yes
WH-0AF39D0BF8,Wireless Headset Cushion,issued,n/a
WH-1E36CAA723,Wireless Headset Cushion,issued,n/a
WH-9F9F9C9E9A,JBL Wireless Headset,issued,n/a
WH-F5618AA735,Wireless Headset Cushion,issued,n/a
WH-5040422DA6,JBL Wireless Headset,issued,yes
WH-5BF252AEEF,Wireless Headset Cushion,issued,yes
WH-630491A359,JBL Wireless Headset,issued,
WH-33616EBA5F,Wireless Headset Cushion,issued,no
WH-10FCBCA7F2,Wireless Headset Cushion,issued,no
WH-8E280E3CED,Wireless Headset Cushion,issued,no
WH-8283AD0DDC,JBL Wireless Headset,issued,n/a
WH-AABBFB5331,JBL Wireless Headset,issued,n/a
WH-684EABDFFF,Wireless Headset Cushion,issued,
WH-7721485AB3,JBL Wireless Headset,issued,no
WH-98BDB7E76F,JBL Wireless Headset,issued,
WH-A424CF76BF,JBL Wireless Headset,issued,yes
WH-52EAC7A5BF,JBL Wireless Headset,issued,
WH-ABF455EB1D,Wireless Headset Cushion,issued,n/a
WH-9B16858C15,Wireless Headset Cushion,issued,
WH-8F8065210D,Wireless Headset Cushion,issued,yes
WH-23D5279ABD,JBL Wireless Headset,issued,n/a
WH-8A5541C4BE,JBL Wireless Headset,issued,n/a
WH-303AE8AF91,Wireless Headset Cushion,issued,yes
WH-31C84FA2EE,Wireless Headset Cushion,issued,
WH-BE509E8FFA,JBL Wireless Headset,issued,yes
WH-AE885F255B,Wireless Headset Cushion,issued,
WH-D1A74A9F44,Wireless Headset Cushion,issued,
WH-1CA1F01E6A,JBL Wireless Headset,issued,
WH-F4AB3D5F83,Wireless Headset Cushion,issued,no
WH-866BBE1578,Wireless Headset Cushion,issued,n/a
WH-2F98515DFC,JBL Wireless Headset,issued,no
WH-EE19536C97,Wireless Headset Cushion,issued,
WH-F82C9A1175,JBL Wireless Headset,issued,n/a
WH-C5D138C732,JBL Wireless Headset,issued,n/a
WH-0063B8D54B,JBL Wireless Headset,issued,yes
WH-3C8E865EA1,JBL Wireless Headset,issued,no
WH-C780E124C0,JBL Wireless Headset,issued,n/a
WH-043D809AC4,JBL Wireless Headset,issued,
WH-71D6A88B97,JBL Wireless Headset,issued,n/a
WH-9B2A82801F,JBL Wireless Headset,issued,yes
WH-B3D22F3879,JBL Wireless Headset,issued,no
WH-82AC7E7A9D,Wireless Headset Cushion,issued,yes
WH-DB47A33E9D,JBL Wireless Headset,issued,no
WH-180553B3E3,Wireless Headset Cushion,issued,
WH-8E7E7CEE86,JBL Wireless Headset,issued,no
WH-B3C2D90C3A,JBL Wireless Headset,issued,
WH-19030F4D0F,JBL Wireless Headset,issued,yes
WH-5AC5C67E09,JBL Wireless Headset,issued,
WH-EA7430103A,JBL Wireless Headset,issued,yes
WH-A32762FFFA,JBL Wireless Headset,issued,yes
WH-0C0B2B44CB,Wireless Headset Cushion,issued,n/a
WH-D6D4C411FB,Wireless Headset Cushion,issued,
WH-E9F1DFC4DB,JBL Wireless Headset,issued,yes
WH-BC5A413D1F,Wireless Headset Cushion,issued,n/a
WH-003C776FCC,JBL Wireless Headset,issued,yes
WH-FC1B3AE6A4,Wireless Headset Cushion,issued,
WH-C64062F6AB,JBL Wireless Headset,issued,no
WH-322FBC0988,JBL Wireless Headset,issued,n/a
WH-B7FB97EB15,Wireless Headset Cushion,issued,yes
WH-96738B8754,JBL Wireless Headset,issued,no
WH-BF527AE549,Wireless Headset Cushion,issued,
WH-E14AE72170,Wireless Headset Cushion,issued,n/a
WH-A2E0B9BCC4,Wireless Headset Cushion,issued,no
WH-DEABCD7AE2,JBL Wireless Headset,issued,no
WH-C08511CD92,JBL Wireless Headset,issued,yes
WH-B045E7B395,Wireless Headset Cushion,issued,
WH-BAA9F74458,JBL Wireless Headset,issued,yes
WH-1EC12FEF62,JBL Wireless Headset,issued,n/a
WH-B066A8F6DB,JBL Wireless Headset,issued,no
WH-E77D0E3701,Wireless Headset Cushion,issued,
WH-79FCB29405,Wireless Headset Cushion,issued,yes
WH-5F12ECD19F,Wireless Headset Cushion,issued,yes
WH-895ADD9152,JBL Wireless Headset,issued,no
WH-894C2DB41D,JBL Wireless Headset,issued,n/a
WH-45A27CC066,Wireless Headset Cushion,issued,no
WH-DE01E094FB,JBL Wireless Headset,issued,n/a
WH-FC883DD038,JBL Wireless Headset,issued,n/a
WH-E3B8C2A58A,JBL Wireless Headset,issued,
WH-5974A88FED,Wireless Headset Cushion,issued,no
WH-992F864C9C,JBL Wireless Headset,issued,
WH-4F45808DDF,Wireless Headset Cushion,issued,no
WH-0F64423D54,JBL Wireless Headset,issued,no
WH-76E2FA8046,JBL Wireless Headset,issued,n/a
WH-668F4D7EF2,Wireless Headset Cushion,issued,yes
WH-EF5CBA0F34,JBL Wireless Headset,issued,n/a
WH-31A971F36E,Wireless Headset Cushion,issued,n/a
WH-2B5FD66144,Wireless Headset Cushion,issued,yes
WH-B353A6005A,Wireless Headset Cushion,issued,yes
WH-6321D7E8EF,JBL Wireless Headset,issued,no
WH-D2B8A50584,Wireless Headset Cushion,issued,yes
WH-D699C38BCD,JBL Wireless Headset,issued,yes
WH-593A2BED5F,JBL Wireless Headset,issued,no
WH-927C05BA9C,JBL Wireless Headset,issued,yes
WH-64A07E04C3,JBL Wireless Headset,issued,n/a
WH-D394B55835,Wireless Headset Cushion,issued,no
WH-19F0087342,JBL Wireless Headset,issued,yes
WH-B9EF4EDDE6,JBL Wireless Headset,issued,
WH-606CC8580C,Wireless Headset Cushion,issued,n/a
WH-6CF3BD1D7E,Wireless Headset Cushion,issued,yes
WH-59CE883167,JBL Wireless Headset,issued,
WH-CBA925493A,Wireless Headset Cushion,issued,yes
WH-766F9F2D31,JBL Wireless Headset,issued,
WH-D8F8341BEC,JBL Wireless Headset,issued,n/a
WH-E068A9B621,JBL Wireless Headset,issued,yes
WH-F472AB0933,Wireless Headset Cushion,issued,n/a
WH-EA1E84FB66,Wireless Headset Cushion,issued,yes
WH-CF28230D95,Wireless Headset Cushion,issued,n/a
WH-E2EAF3CBF0,JBL Wireless Headset,issued,no
WH-B66424EC92,Wireless Headset Cushion,issued,
WH-D975E6D665,Wireless Headset Cushion,issued,no
WH-E5CE1FE4BD,JBL Wireless Headset,issued,n/a
WH-4A72DCC1AF,JBL Wireless Headset,issued,yes
WH-085D65ABC6,Wireless Headset Cushion,issued,yes
WH-DBA461BF35,Wireless Headset Cushion,issued,yes
WH-1FF0E18569,Wireless Headset Cushion,issued,no
WH-62821B4C13,JBL Wireless Headset,issued,no
WH-7B7A116B52,JBL Wireless Headset,issued,n/a
WH-86AA82B124,JBL Wireless Headset,issued,no
WH-D32D5C5E89,Wireless Headset Cushion,issued,no
WH-1417EEC417,JBL Wireless Headset,issued,
WH-404F4FB190,JBL Wireless Headset,issued,n/a
WH-593526364B,JBL Wireless Headset,issued,yes
WH-21CBFB4DB0,Wireless Headset Cushion,issued,n/a
WH-A7F447671C,JBL Wireless Headset,issued,
WH-5EAF7A9443,Wireless Headset Cushion,issued,
WH-06BD835119,JBL Wireless Headset,issued,yes
WH-B198F74BDC,Wireless Headset Cushion,issued,
WH-50FCF1930C,JBL Wireless Headset,issued,no
WH-E91ACA428F,Wireless Headset Cushion,issued,no
WH-74B91C2ED4,Wireless Headset Cushion,issued,no
WH-F462D9D965,Wireless Headset Cushion,issued,
WH-B2D54E2C1C,Wireless Headset Cushion,issued,yes
WH-D01E0F8FE3,Wireless Headset Cushion,issued,no
WH-DAEA8C6EC5,Wireless Headset Cushion,issued,
WH-39693542E8,Wireless Headset Cushion,issued,
WH-CF7B268AAB,Wireless Headset Cushion,issued,
WH-135904ECAA,JBL Wireless Headset,issued,n/a
WH-DB812D7622,Wireless Headset Cushion,issued,n/a
WH-3DD851160F,Wireless Headset Cushion,issued,no
WH-1F8781068C,Wireless Headset Cushion,issued,yes
WH-984D847E8E,Wireless Headset Cushion,issued,yes
WH-FF1866E123,Wireless Headset Cushion,issued,
WH-9E06B934C0,Wireless Headset Cushion,issued,no
WH-779A833EAD,Wireless Headset Cushion,issued,yes
WH-1E4546AE8E,Wireless Headset Cushion,issued,n/a
WH-DBCA6ADA2D,JBL Wireless Headset,issued,yes
WH-1A53CF563A,JBL Wireless Headset,issued,n/a
WH-70BA95B6E9,JBL Wireless Headset,issued,n/a
WH-6AEAD35CD1,JBL Wireless Headset,issued,
WH-054B39165A,JBL Wireless Headset,issued,yes
WH-320962433C,Wireless Headset Cushion,issued,n/a
WH-022BCC9B97,JBL Wireless Headset,issued,
WH-7FA6E8B318,Wireless Headset Cushion,issued,yes
WH-A38B996700,JBL Wireless Headset,issued,no
WH-8DA04FCA7A,Wireless Headset Cushion,issued,yes
WH-D3020D1A38,Wireless Headset Cushion,issued,yes
WH-F66CED1CBE,JBL Wireless Headset,issued,no
WH-73921B64C4,Wireless Headset Cushion,issued,
WH-E01A83FCD8,JBL Wireless Headset,issued,
WH-A5A442D505,Wireless Headset Cushion,issued,n/a
WH-AA4FA33461,Wireless Headset Cushion,issued,yes
WH-EA6706D3E2,JBL Wireless Headset,issued,yes
WH-842CE8EC57,Wireless Headset Cushion,issued,n/a
WH-13B0FAB0F5,Wireless Headset Cushion,issued,no
WH-21E0D2E766,Wireless Headset Cushion,issued,n/a
WH-9B709D2689,JBL Wireless Headset,issued,
WH-FB5EC27CDF,Wireless Headset Cushion,issued,n/a
WH-1355560A15,JBL Wireless Headset,issued,yes
WH-0FB016105B,JBL Wireless Headset,issued,yes
WH-735E8F1986,Wireless Headset Cushion,issued,yes
WH-CE13FDA4D3,JBL Wireless Headset,issued,n/a
WH-9455A84AA7,Wireless Headset Cushion,issued,no
WH-15648A5CD6,JBL Wireless Headset,issued,n/a
WH-7F3ED00C1F,Wireless Headset Cushion,issued,
WH-2DB4F48611,JBL Wireless Headset,issued,no
WH-9EABE8F4EE,JBL Wireless Headset,issued,n/a
WH-D00B5680D5,JBL Wireless Headset,issued,n/a
WH-57A8CCE6CB,Wireless Headset Cushion,issued,
WH-2C6696E1B8,JBL Wireless Headset,issued,yes
WH-9F6DE789EA,JBL Wireless Headset,issued,n/a
WH-E8C2CD5EF2,JBL Wireless Headset,issued,yes
WH-A2D735904D,Wireless Headset Cushion,issued,
WH-772B736812,JBL Wireless Headset,issued,n/a
WH-B2B47C6AF9,Wireless Headset Cushion,issued,n/a
WH-54F28D3BC5,JBL Wireless Headset,issued,
WH-FE01DE2CF5,Wireless Headset Cushion,issued,yes
WH-5C63AD1DA6,Wireless Headset Cushion,issued,yes
WH-23A424B0EA,Wireless Headset Cushion,issued,n/a
WH-0BCEFAA1A7,Wireless Headset Cushion,issued,n/a
WH-0FAA485028,JBL Wireless Headset,issued,no
WH-A1CB146828,JBL Wireless Headset,issued,yes
WH-A510F515C8,JBL Wireless Headset,issued,no
WH-9E75DA0700,Wireless Headset Cushion,issued,yes
WH-0EF37F985E,Wireless Headset Cushion,issued,n/a
WH-9BBCECF290,Wireless Headset Cushion,issued,yes
WH-9DBFCA162F,Wireless Headset Cushion,issued,yes
WH-4CED10E99D,JBL Wireless Headset,issued,n/a
WH-B06FE1EEE1,Wireless Headset Cushion,issued,n/a
WH-BD6D8A4366,JBL Wireless Headset,issued,n/a
WH-9EE3E76774,JBL Wireless Headset,issued,yes
WH-9399A61B53,Wireless Headset Cushion,issued,no
WH-F91F2CABE1,Wireless Headset Cushion,issued,no
WH-3361F69063,JBL Wireless Headset,issued,yes
WH-DF4C54F40F,JBL Wireless Headset,issued,no
WH-098E17C926,JBL Wireless Headset,issued,yes
WH-8B017EA60B,Wireless Headset Cushion,issued,n/a
WH-2CD40C06E6,JBL Wireless Headset,issued,n/a
WH-60C6DB052B,Wireless Headset Cushion,issued,yes
WH-E1C1CF322C,JBL Wireless Headset,issued,n/a
WH-B6C09FD4CB,Wireless Headset Cushion,issued,n/a
WH-64FBECBFA1,Wireless Headset Cushion,issued,yes
WH-61BE7E4806,Wireless Headset Cushion,issued,
WH-8160F6D56D,Wireless Headset Cushion,issued,yes
WH-BE2521937A,JBL Wireless Headset,issued,n/a
WH-30A0CA7C64,Wireless Headset Cushion,issued,
WH-CA95FDAA38,Wireless Headset Cushion,issued,yes
WH-20A3D27BF9,Wireless Headset Cushion,issued,n/a
WH-379E586A4C,JBL Wireless Headset,issued,n/a
WH-FD01A15559,JBL Wireless Headset,issued,yes
WH-4022F522A6,JBL Wireless Headset,issued,no
WH-6BE89C1349,JBL Wireless Headset,issued,yes
WH-259CCC5D01,JBL Wireless Headset,issued,yes
WH-2C4B24920C,Wireless Headset Cushion,issued,yes
WH-90606AC413,JBL Wireless Headset,issued,yes
WH-664B4D4EE8,JBL Wireless Headset,issued,
WH-B84599083E,Wireless Headset Cushion,issued,yes
WH-B648075EBD,Wireless Headset Cushion,issued,
WH-0DB50B567B,Wireless Headset Cushion,issued,n/a
